,,,,,,,,,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,,,,,,,,,,-additional
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches,-9999
562,Abdu Conté,pt POR,DF,Troyes,fr Ligue 1,23,1998,15.0,454,615,73.8,7835,2923,226,264,85.6,186,241,77.2,39,75,52.0,1,2.2,-1.2,11,23,9,5,35,Matches,cfa49cc1
563,Andrea Conti,it ITA,DF,Milan,it Serie A,27,1994,0.1,4,5,80.0,67,6,3,3,100.0,0,1,0.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0,Matches,8fef5412
564,Andrea Conti,it ITA,DFMF,Sampdoria,it Serie A,27,1994,2.6,61,78,78.2,919,377,39,45,86.7,16,25,64.0,6,7,85.7,0,0.0,0.0,0,3,1,0,3,Matches,8fef5412
565,Liam Cooper,sct SCO,DF,Leeds United,eng Premier League,29,1991,20.2,958,1123,85.3,20675,6397,254,283,89.8,542,581,93.3,152,238,63.9,1,0.1,+0.9,3,34,0,0,44,Matches,dc64b8b3
566,Lucas Copado,de GER,FW,Bayern Munich,de Bundesliga,17,2004,0.2,4,6,66.7,34,16,3,5,60.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches,8356931a
567,Diego Coppola,it ITA,DF,Hellas Verona,it Serie A,17,2003,2.8,76,95,80.0,1536,505,29,33,87.9,32,37,86.5,14,24,58.3,0,0.0,0.0,0,4,0,0,8,Matches,22ae86f9
568,Francis Coquelin,fr FRA,MF,Villarreal,es La Liga,30,1991,9.2,424,480,88.3,7303,1623,199,222,89.6,165,178,92.7,45,54,83.3,1,0.7,+0.3,10,43,11,0,44,Matches,a6951bf8
569,Sébastien Corchia,fr FRA,DF,Nantes,fr Ligue 1,30,1990,14.7,374,560,66.8,6748,3476,155,187,82.9,177,246,72.0,35,93,37.6,3,0.6,+2.4,13,34,11,8,54,Matches,0e7ccfc4
570,Sergio Córdova,ve VEN,FWMF,Augsburg,de Bundesliga,23,1997,3.6,36,56,64.3,573,134,23,30,76.7,9,19,47.4,3,5,60.0,0,0.1,-0.1,2,4,1,0,5,Matches,229cd98a
571,Jack Cork,eng ENG,MF,Burnley,eng Premier League,32,1989,18.6,432,573,75.4,7724,1982,212,266,79.7,143,182,78.6,64,92,69.6,0,0.1,-0.1,5,43,7,2,39,Matches,74e12f1e
572,Maxwel Cornet,ci CIV,DFMF,Lyon,fr Ligue 1,24,1996,0.7,33,40,82.5,527,167,17,19,89.5,14,15,93.3,1,5,20.0,0,0.1,-0.1,1,1,1,1,0,Matches,beb391dd
573,Maxwel Cornet,ci CIV,FWMF,Burnley,eng Premier League,24,1996,19.6,285,434,65.7,4210,978,160,218,73.4,80,107,74.8,22,61,36.1,1,1.5,-0.5,14,9,14,5,23,Matches,beb391dd
574,Jesús Corona,mx MEX,FWDF,Sevilla,es La Liga,28,1993,12.9,476,612,77.8,7746,1722,265,301,88.0,150,189,79.4,45,86,52.3,4,3.3,+0.7,23,23,16,6,32,Matches,fb938d24
575,Ángel Correa,ar ARG,FWMF,Atlético Madrid,es La Liga,26,1995,20.6,483,655,73.7,6814,1524,292,355,82.3,134,178,75.3,27,55,49.1,5,3.5,+1.5,24,29,20,2,47,Matches,01eb744d
576,Joaquín Correa,ar ARG,FW,Inter,it Serie A,26,1994,11.4,286,343,83.4,4122,899,171,202,84.7,86,99,86.9,16,19,84.2,1,2.0,-1.0,18,18,17,1,38,Matches,45b9b619
577,Thierry Correia,pt POR,DF,Valencia,es La Liga,22,1999,15.7,450,648,69.4,8990,3945,176,218,80.7,203,264,76.9,65,137,47.4,1,0.9,+0.1,9,42,14,6,57,Matches,c78b352d
578,Danny da Costa,de GER,DF,Eint Frankfurt,de Bundesliga,28,1993,8.1,216,315,68.6,4214,2129,74,97,76.3,107,147,72.8,32,57,56.1,0,0.2,-0.2,3,14,7,3,37,Matches,5ddb8f9f
579,David Pereira da Costa,pt POR,MFFW,Lens,fr Ligue 1,20,2001,16.3,665,798,83.3,10272,2652,363,402,90.3,237,269,88.1,46,86,53.5,5,3.6,+1.4,40,59,27,5,71,Matches,59948ef7
580,Hélder Costa,ao ANG,MF,Leeds United,eng Premier League,27,1994,0.2,4,4,100.0,65,0,3,3,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches,f13d02a6
581,Hélder Costa,ao ANG,MFFW,Valencia,es La Liga,27,1994,12.4,188,293,64.2,2970,923,103,140,73.6,71,101,70.3,10,32,31.3,1,1.7,-0.7,16,12,13,7,21,Matches,f13d02a6
582,Jaume Costa,es ESP,DF,Mallorca,es La Liga,33,1988,20.3,734,1001,73.3,12777,5490,350,404,86.6,308,403,76.4,67,157,42.7,4,2.4,+1.6,22,38,29,13,78,Matches,808d48f3
583,Benoît Costil,fr FRA,GK,Bordeaux,fr Ligue 1,34,1987,25.0,623,899,69.3,21583,13543,83,84,98.8,225,227,99.1,314,587,53.5,0,0.0,0.0,1,7,1,0,2,Matches,2434f24a
584,Vladimír Coufal,cz CZE,DF,West Ham,eng Premier League,28,1992,24.5,982,1417,69.3,16708,7662,465,549,84.7,419,572,73.3,80,230,34.8,4,2.4,+1.6,20,64,31,17,105,Matches,fdf3cb77
585,Kalifa Coulibaly,ml MLI,FW,Nantes,fr Ligue 1,29,1991,9.4,119,202,58.9,1422,321,91,130,70.0,19,52,36.5,5,7,71.4,0,1.6,-1.6,11,5,7,1,13,Matches,9980269a
586,Lassana Coulibaly,ml MLI,MF,Salernitana,it Serie A,25,1996,25.9,700,856,81.8,11786,3278,348,400,87.0,270,318,84.9,70,99,70.7,0,0.3,-0.3,10,67,11,1,63,Matches,85a44ecc
587,Mamadou Coulibaly,sn SEN,MF,Salernitana,it Serie A,22,1999,9.0,254,333,76.3,4400,1284,118,143,82.5,104,123,84.6,27,43,62.8,0,0.2,-0.2,5,29,2,1,27,Matches,c976160c
588,Tanguy Coulibaly,fr FRA,DFFW,Stuttgart,de Bundesliga,20,2001,12.0,259,340,76.2,3831,841,151,178,84.8,92,123,74.8,11,20,55.0,1,0.7,+0.3,7,10,5,1,15,Matches,05ba9d7c
589,Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,29,1992,36.0,936,1139,82.2,23757,12759,176,176,100.0,516,517,99.8,239,441,54.2,0,0.0,0.0,0,4,0,0,1,Matches,1840e36d
590,Philippe Coutinho,br BRA,MFFW,Barcelona,es La Liga,29,1992,5.6,275,328,83.8,4269,1033,166,175,94.9,73,93,78.5,26,44,59.1,0,0.3,-0.3,2,23,13,2,26,Matches,0ef89a37
591,Philippe Coutinho,br BRA,MFFW,Aston Villa,eng Premier League,29,1992,14.8,527,641,82.2,9021,2278,271,309,87.7,187,216,86.6,55,84,65.5,3,3.2,-0.2,25,68,13,3,60,Matches,0ef89a37
592,Nicolas Cozza,fr FRA,DF,Montpellier,fr Ligue 1,22,1999,30.8,1133,1380,82.1,22995,6991,355,404,87.9,588,675,87.1,169,257,65.8,2,1.0,+1.0,10,45,11,4,69,Matches,8f325097
593,Alessio Cragno,it ITA,GK,Cagliari,it Serie A,27,1994,35.0,755,1214,62.2,28676,20921,110,111,99.1,217,223,97.3,424,876,48.4,0,0.0,0.0,0,26,0,0,0,Matches,f554e29b
594,Aaron Cresswell,eng ENG,DF,West Ham,eng Premier League,31,1989,30.3,1641,2047,80.2,29789,12432,733,791,92.7,711,807,88.1,179,382,46.9,3,3.2,-0.2,35,127,24,8,155,Matches,4f974391
595,Charlie Cresswell,eng ENG,DF,Leeds United,eng Premier League,18,2002,1.6,72,96,75.0,1599,476,17,19,89.5,42,46,91.3,13,30,43.3,0,0.0,0.0,0,3,0,0,5,Matches,4654e5f5
596,Domenico Criscito,it ITA,DF,Genoa,it Serie A,34,1986,18.0,791,1005,78.7,15438,6077,291,317,91.8,388,450,86.2,101,212,47.6,1,0.8,+0.2,7,56,14,6,79,Matches,35dd6d80
597,Bryan Cristante,it ITA,MF,Roma,it Serie A,26,1995,29.8,1478,1794,82.4,32147,9513,470,560,83.9,700,789,88.7,293,405,72.3,0,1.6,-1.6,21,224,23,2,178,Matches,16657b95
598,Cristo,es ESP,DF,Real Sociedad,es La Liga,21,2000,0.2,11,12,91.7,182,109,6,6,100.0,2,2,100.0,1,2,50.0,0,0.1,-0.1,1,0,2,1,2,Matches,ad81ba78
599,Enzo Crivelli,fr FRA,FWMF,Saint-Étienne,fr Ligue 1,26,1995,1.1,17,23,73.9,222,36,9,12,75.0,6,7,85.7,0,1,0.0,0,0.0,0.0,0,1,0,0,1,Matches,06f33dc8
600,Domen Črnigoj,si SVN,MFDF,Venezia,it Serie A,25,1995,20.9,499,670,74.5,9152,2757,244,290,84.1,177,227,78.0,65,105,61.9,1,0.9,+0.1,10,40,10,4,45,Matches,22cd43d2
601,Giovanni Crociata,it ITA,FW,Empoli,it Serie A,23,1997,0.2,7,9,77.8,92,18,5,6,83.3,2,3,66.7,0,0,,0,0.0,0.0,0,1,1,0,1,Matches,8c964914
602,Juan Cruz Armada,es ESP,DF,Osasuna,es La Liga,29,1992,21.5,786,951,82.6,16138,5992,254,282,90.1,417,475,87.8,111,179,62.0,0,0.0,0.0,2,56,4,1,65,Matches,a56da3ba
603,Juan Cuadrado,co COL,DFMF,Juventus,it Serie A,33,1988,27.6,1589,1868,85.1,32670,10204,600,655,91.6,711,793,89.7,266,385,69.1,3,5.0,-2.0,59,108,44,16,168,Matches,0ab1f153
604,Cucho,co COL,FWMF,Watford,eng Premier League,22,1999,12.7,254,394,64.5,4540,1604,126,164,76.8,80,115,69.6,39,80,48.8,2,1.9,+0.1,19,22,15,6,33,Matches,71b47ab9
605,Marc Cucurella,es ESP,FWDF,Getafe,es La Liga,23,1998,0.3,15,21,71.4,203,35,10,11,90.9,4,5,80.0,0,3,0.0,0,0.1,-0.1,1,0,0,0,0,Matches,1daec722
606,Marc Cucurella,es ESP,DF,Brighton,eng Premier League,23,1998,34.3,1895,2322,81.6,31827,11389,937,1032,90.8,770,894,86.1,152,281,54.1,1,2.7,-1.7,43,133,52,23,175,Matches,1daec722
607,Jorge Cuenca,es ESP,DF,Getafe,es La Liga,21,1999,29.8,747,1070,69.8,16527,6548,211,271,77.9,387,470,82.3,139,303,45.9,0,0.1,-0.1,2,49,1,0,58,Matches,0abc51f2
608,Mickaël Cuisance,fr FRA,MF,Bayern Munich,de Bundesliga,21,1999,0.1,10,11,90.9,215,62,4,4,100.0,1,1,100.0,4,5,80.0,0,0.1,-0.1,1,3,0,0,3,Matches,5722eced
609,Mickaël Cuisance,fr FRA,MF,Venezia,it Serie A,21,1999,10.2,285,367,77.7,5602,1504,115,134,85.8,120,149,80.5,47,72,65.3,0,1.0,-1.0,10,33,7,0,28,Matches,5722eced
610,Luke Cundle,eng ENG,MF,Wolves,eng Premier League,19,2002,2.0,96,106,90.6,1825,298,33,35,94.3,46,51,90.2,13,15,86.7,0,0.2,-0.2,2,9,2,0,7,Matches,cc3b8e78
611,Matheus Cunha,br BRA,FW,Atlético Madrid,es La Liga,22,1999,11.8,167,233,71.7,2417,532,98,121,81.0,50,64,78.1,10,20,50.0,4,2.2,+1.8,8,8,11,0,23,Matches,dc62b55d
612,Matheus Cunha,br BRA,FW,Hertha BSC,de Bundesliga,22,1999,0.7,12,13,92.3,166,38,6,6,100.0,3,4,75.0,1,1,100.0,1,0.0,+1.0,0,0,0,0,2,Matches,dc62b55d
613,Patrick Cutrone,it ITA,FW,Empoli,it Serie A,23,1998,15.6,172,253,68.0,2747,548,96,123,78.0,57,80,71.3,15,27,55.6,0,0.9,-0.9,9,8,7,1,16,Matches,a4fe8cda
614,Wylan Cyprien,fr FRA,MF,Nantes,fr Ligue 1,26,1995,16.6,731,906,80.7,14507,3822,294,325,90.5,290,341,85.0,127,198,64.1,3,3.0,0.0,29,73,16,3,74,Matches,3e092724
615,Rafael Czichos,de GER,DF,Köln,de Bundesliga,31,1990,15.6,873,1042,83.8,22157,8301,132,162,81.5,472,513,92.0,265,350,75.7,1,0.4,+0.6,2,69,4,0,80,Matches,b0a0698b
616,Lennart-Marten Czyborra,de GER,DF,Arminia,de Bundesliga,22,1999,1.5,29,57,50.9,524,218,14,18,77.8,10,22,45.5,5,12,41.7,0,0.0,0.0,0,3,1,1,3,Matches,7ba1f1ef
617,Danilo D'Ambrosio,it ITA,DF,Inter,it Serie A,32,1988,11.1,654,737,88.7,12600,3739,262,280,93.6,295,315,93.7,88,124,71.0,1,0.1,+0.9,2,37,3,0,28,Matches,44eb9093
618,Lucas Da Cunha,fr FRA,MF,Nice,fr Ligue 1,20,2001,4.4,122,167,73.1,2143,652,66,77,85.7,31,44,70.5,22,38,57.9,1,1.7,-0.7,13,5,6,4,11,Matches,007faf7a
619,Lucas Da Cunha,fr FRA,FWMF,Clermont Foot,fr Ligue 1,20,2001,9.3,279,334,83.5,4846,1277,146,161,90.7,83,100,83.0,39,54,72.2,0,0.9,-0.9,16,22,10,5,26,Matches,007faf7a
620,Damien Da Silva,fr FRA,DF,Lyon,fr Ligue 1,33,1988,12.5,788,883,89.2,17568,5357,194,207,93.7,436,461,94.6,154,206,74.8,0,0.3,-0.3,1,46,5,0,35,Matches,1ec7e1c5
621,Moanes Dabbur,il ISR,FWMF,Hoffenheim,de Bundesliga,29,1992,14.6,361,482,74.9,5227,1365,205,257,79.8,117,143,81.8,19,35,54.3,4,2.6,+1.4,18,23,11,3,31,Matches,eac044ad
622,Colin Dagba,fr FRA,DF,Paris S-G,fr Ligue 1,22,1998,1.8,128,140,91.4,1811,390,71,75,94.7,52,57,91.2,3,4,75.0,0,0.1,-0.1,2,5,3,2,5,Matches,29c02c9f
623,Finn Dahmen,de GER,GK,Mainz 05,de Bundesliga,23,1998,2.0,63,80,78.8,1435,479,16,17,94.1,36,37,97.3,11,26,42.3,0,0.0,0.0,0,0,0,0,0,Matches,dee3013b
624,Mahmoud Dahoud,de GER,MF,Dortmund,de Bundesliga,25,1996,18.4,847,1069,79.2,15748,4352,341,400,85.3,387,444,87.2,101,176,57.4,3,3.4,-0.4,30,84,21,3,98,Matches,db4ed67b
625,Patson Daka,zm ZAM,FW,Leicester City,eng Premier League,22,1998,12.9,172,223,77.1,2498,360,106,126,84.1,53,68,77.9,8,10,80.0,3,1.8,+1.2,12,7,4,1,12,Matches,ca45605e
626,Stuart Dallas,nir NIR,DFMF,Leeds United,eng Premier League,30,1991,32.4,1312,1666,78.8,23028,8378,659,724,91.0,482,577,83.5,145,287,50.5,1,2.4,-1.4,34,113,29,5,128,Matches,67ca8566
627,Diogo Dalot,pt POR,DF,Manchester Utd,eng Premier League,22,1999,20.0,934,1171,79.8,18629,6793,363,418,86.8,430,508,84.6,137,222,61.7,0,1.0,-1.0,16,73,26,9,99,Matches,d9565625
628,Mikkel Damsgaard,dk DEN,MFFW,Sampdoria,it Serie A,21,2000,6.4,203,268,75.7,3298,927,106,126,84.1,74,97,76.3,19,33,57.6,0,0.4,-0.4,11,19,9,1,30,Matches,215f3907
629,Flavius Daniliuc,at AUT,DF,Nice,fr Ligue 1,20,2001,14.4,773,864,89.5,15170,5156,264,285,92.6,402,440,91.4,100,124,80.6,0,0.2,-0.2,3,39,4,3,46,Matches,7ef972c3
630,Danilo,br BRA,DFMF,Juventus,it Serie A,30,1991,21.0,1262,1450,87.0,24991,9267,431,458,94.1,648,710,91.3,167,250,66.8,2,1.2,+0.8,15,126,16,5,96,Matches,94b2001f
631,Kevin Danso,at AUT,DF,Lens,fr Ligue 1,22,1998,31.0,1620,1839,88.1,34933,10305,411,449,91.5,925,998,92.7,277,373,74.3,2,0.2,+1.8,5,49,2,0,65,Matches,6e33125f
632,Dante,br BRA,DF,Nice,fr Ligue 1,37,1983,31.9,2146,2366,90.7,46670,15158,572,595,96.1,1205,1274,94.6,361,472,76.5,0,1.4,-1.4,6,110,5,1,115,Matches,fd2bc67d
633,Ebrima Darboe,gm GAM,MF,Roma,it Serie A,20,2001,0.7,38,40,95.0,921,150,6,6,100.0,20,22,90.9,11,11,100.0,0,0.0,0.0,0,4,0,0,1,Matches,cf043a33
634,Márton Dárdai,de GER,DF,Hertha BSC,de Bundesliga,19,2002,8.4,268,371,72.2,6963,2916,39,47,83.0,142,168,84.5,84,147,57.1,1,0.1,+0.9,2,27,0,0,25,Matches,41bff4fa
635,Sergi Darder,es ESP,MF,Espanyol,es La Liga,27,1993,34.7,1442,1746,82.6,28706,8082,593,653,90.8,594,671,88.5,230,360,63.9,9,4.9,+4.1,41,176,43,6,156,Matches,070a3904
636,Vladimír Darida,cz CZE,MF,Hertha BSC,de Bundesliga,30,1990,19.8,689,957,72.0,13134,4043,290,343,84.5,289,359,80.5,95,199,47.7,5,3.3,+1.7,32,45,17,5,64,Matches,3eb0f2df
637,Karl Darlow,eng ENG,GK,Newcastle Utd,eng Premier League,30,1990,8.0,152,253,60.1,6707,4585,15,15,100.0,41,42,97.6,96,195,49.2,0,0.0,0.0,0,10,0,0,0,Matches,cde3309f
638,Matteo Darmian,it ITA,DF,Inter,it Serie A,31,1989,16.7,563,701,80.3,9943,4010,249,277,89.9,250,301,83.1,52,83,62.7,1,2.2,-1.2,21,28,23,10,61,Matches,96e0490d
639,Josh Dasilva,eng ENG,MFFW,Brentford,eng Premier League,22,1998,2.9,71,88,80.7,1232,306,29,32,90.6,36,45,80.0,4,7,57.1,0,0.1,-0.1,2,6,4,1,7,Matches,60344e4f
640,Jonathan David,ca CAN,FW,Lille,fr Ligue 1,21,2000,31.2,527,668,78.9,7753,1674,295,353,83.6,176,217,81.1,31,43,72.1,0,3.2,-3.2,33,39,22,4,54,Matches,ce50fd99
641,Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,20,2000,19.3,1123,1335,84.1,18799,5254,538,609,88.3,497,574,86.6,74,112,66.1,3,4.0,-1.0,33,52,41,16,102,Matches,d781d855
642,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,28,1993,28.2,1375,1600,85.9,25844,8737,524,563,93.1,712,785,90.7,122,199,61.3,1,0.6,+0.4,8,124,14,0,117,Matches,44781702
643,Tom Davies,eng ENG,MF,Everton,eng Premier League,23,1998,2.6,60,79,75.9,959,231,30,32,93.8,23,30,76.7,4,8,50.0,0,0.0,0.0,0,3,1,0,8,Matches,9228b07c
644,Keinan Davis,eng ENG,FW,Aston Villa,eng Premier League,23,1998,0.1,3,3,100.0,49,30,1,1,100.0,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,1,Matches,9deaf2c8
645,Paweł Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,26,1995,13.3,526,610,86.2,9979,2922,196,208,94.2,248,285,87.0,70,92,76.1,0,0.1,-0.1,4,39,3,0,30,Matches,16bb656a
646,Craig Dawson,eng ENG,DF,West Ham,eng Premier League,31,1990,30.6,1015,1234,82.3,23629,7149,288,316,91.1,472,522,90.4,247,375,65.9,2,0.5,+1.5,3,84,1,0,45,Matches,3e9e06cb
647,Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,30,1991,24.5,1172,1553,75.5,22303,6186,520,600,86.7,464,582,79.7,166,311,53.4,8,9.5,-1.5,88,132,67,9,157,Matches,e46012d4
648,Konrad De La Fuente,us USA,FWDF,Marseille,fr Ligue 1,20,2001,8.7,188,239,78.7,2960,640,105,118,89.0,69,83,83.1,11,22,50.0,2,1.5,+0.5,11,7,14,4,17,Matches,4b77bb89
649,Sebastien De Maio,fr FRA,DF,Udinese,it Serie A,34,1987,2.0,53,75,70.7,1202,529,13,15,86.7,31,35,88.6,9,24,37.5,0,0.3,-0.3,1,3,0,0,2,Matches,952a03fe
650,Tommaso De Nipoti,it ITA,MF,Atalanta,it Serie A,18,2003,0.1,1,2,50.0,9,0,1,2,50.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches,7f9d956a
651,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,es La Liga,27,1994,23.9,1125,1420,79.2,23080,7494,453,512,88.5,428,490,87.3,213,356,59.8,1,4.1,-3.1,52,153,41,7,149,Matches,162efffd
652,Mattia De Sciglio,it ITA,DF,Juventus,it Serie A,28,1992,13.0,543,668,81.3,10667,3955,220,251,87.6,242,276,87.7,74,119,62.2,2,2.4,-0.4,21,37,17,12,48,Matches,ae4e2852
653,Lorenzo De Silvestri,it ITA,DF,Bologna,it Serie A,33,1988,25.5,999,1346,74.2,16843,8530,494,595,83.0,411,510,80.6,80,184,43.5,2,2.1,-0.1,21,80,25,13,100,Matches,e74f0e59
654,Saulo Decarli,ch SUI,DF,Bochum,de Bundesliga,29,1992,0.1,6,6,100.0,145,14,1,1,100.0,3,3,100.0,2,2,100.0,0,0.0,0.0,0,0,0,0,0,Matches,41df88b8
655,Troy Deeney,eng ENG,FW,Watford,eng Premier League,33,1988,0.3,3,6,50.0,38,16,2,4,50.0,1,1,100.0,0,0,,0,0.1,-0.1,1,1,0,0,1,Matches,82e34b69
656,Grégoire Defrel,mq MTQ,FW,Sassuolo,it Serie A,30,1991,15.1,341,399,85.5,4630,658,215,239,90.0,96,114,84.2,15,22,68.2,2,2.1,-0.1,22,16,13,0,24,Matches,854ee61a
657,Alessandro Deiola,it ITA,MF,Cagliari,it Serie A,25,1995,23.7,600,771,77.8,11938,2620,224,274,81.8,256,320,80.0,103,138,74.6,1,1.3,-0.3,13,35,13,2,59,Matches,7f267d66
658,Romain Del Castillo,fr FRA,MFFW,Brest,fr Ligue 1,25,1996,10.8,324,437,74.1,5026,1494,184,221,83.3,105,133,78.9,27,61,44.3,6,1.9,+4.1,16,25,11,3,34,Matches,0be95d34
659,Romain Del Castillo,fr FRA,MFFW,Rennes,fr Ligue 1,25,1996,0.3,11,15,73.3,238,91,4,5,80.0,2,3,66.7,5,6,83.3,0,0.1,-0.1,1,1,2,0,2,Matches,0be95d34
660,Thomas Delaine,fr FRA,DF,Metz,fr Ligue 1,29,1992,25.7,867,1166,74.4,14664,6252,425,479,88.7,365,465,78.5,63,169,37.3,2,2.7,-0.7,29,48,24,16,89,Matches,8332db56
661,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29,1991,17.2,632,801,78.9,12054,2924,268,306,87.6,248,302,82.1,103,162,63.6,1,0.6,+0.4,10,45,8,2,39,Matches,fe641c1a
662,Thomas Delaney,dk DEN,MF,Dortmund,de Bundesliga,29,1991,0.2,11,15,73.3,129,31,7,8,87.5,3,5,60.0,0,1,0.0,0,0.0,0.0,0,1,0,0,2,Matches,fe641c1a
663,Liam Delap,eng ENG,FW,Manchester City,eng Premier League,18,2003,0.1,1,1,100.0,15,5,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches,dd897ee7
664,Sacha Delaye,fr FRA,MFFW,Montpellier,fr Ligue 1,19,2002,2.9,68,90,75.6,1084,380,39,47,83.0,17,23,73.9,7,14,50.0,1,0.9,+0.1,2,5,4,1,7,Matches,e4448c8c
665,Filippo Delli Carri,it ITA,DF,Salernitana,it Serie A,22,1999,3.7,86,120,71.7,1419,772,40,48,83.3,38,50,76.0,6,14,42.9,0,0.1,-0.1,1,5,1,1,4,Matches,d2e8fd9b
666,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29,1991,3.0,56,96,58.3,1037,258,30,43,69.8,18,30,60.0,8,13,61.5,1,0.7,+0.3,9,2,6,2,5,Matches,d33c706e
667,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29,1991,27.2,420,685,61.3,6456,1348,231,329,70.2,126,213,59.2,37,79,46.8,2,4.2,-2.2,33,26,28,9,43,Matches,d33c706e
668,Fabian Delph,eng ENG,MF,Everton,eng Premier League,31,1989,7.4,263,308,85.4,5253,1300,117,124,94.4,94,110,85.5,48,62,77.4,0,0.1,-0.1,3,33,2,0,26,Matches,111c3236
669,Moussa Dembélé,fr FRA,FW,Lyon,fr Ligue 1,25,1996,24.5,308,443,69.5,3845,486,183,242,75.6,77,111,69.4,12,28,42.9,4,3.0,+1.0,22,13,7,1,12,Matches,e7986081
670,Ousmane Dembélé,fr FRA,FW,Barcelona,es La Liga,24,1997,15.7,609,822,74.1,10521,2965,318,366,86.9,212,280,75.7,64,130,49.2,13,7.8,+5.2,46,26,42,13,66,Matches,b19db005
671,Yusuf Demir,at AUT,FW,Barcelona,es La Liga,18,2003,2.1,77,85,90.6,969,186,52,55,94.5,19,22,86.4,2,4,50.0,0,0.0,0.0,1,2,2,0,2,Matches,fa265f6d
672,Merih Demiral,tr TUR,DF,Atalanta,it Serie A,23,1998,21.3,703,805,87.3,15350,3501,175,198,88.4,391,427,91.6,127,160,79.4,2,0.0,+2.0,1,23,1,0,21,Matches,e3cceee6
673,Kerem Demirbay,de GER,MF,Leverkusen,de Bundesliga,28,1993,22.8,1071,1400,76.5,23067,7738,391,456,85.7,423,502,84.3,227,381,59.6,4,4.1,-0.1,45,129,29,4,125,Matches,54b4dc4e
674,Ermedin Demirović,ba BIH,FWMF,Freiburg,de Bundesliga,23,1998,9.7,113,175,64.6,1487,269,76,106,71.7,27,42,64.3,6,11,54.5,3,1.2,+1.8,9,4,4,2,6,Matches,ed79b7d3
675,Diego Demme,de GER,MF,Napoli,it Serie A,29,1991,7.7,541,600,90.2,9099,2211,271,288,94.1,214,231,92.6,44,66,66.7,0,0.3,-0.3,3,41,6,2,29,Matches,dc3fa3b5
676,Jason Denayer,be BEL,DF,Lyon,fr Ligue 1,26,1995,11.1,698,739,94.5,15036,4120,201,209,96.2,367,380,96.6,125,144,86.8,0,0.0,0.0,1,19,0,0,20,Matches,47af88b8
677,Leander Dendoncker,be BEL,MF,Wolves,eng Premier League,26,1995,21.7,709,812,87.3,12399,2333,323,368,87.8,295,322,91.6,73,88,83.0,2,1.0,+1.0,11,44,4,0,37,Matches,5a7301ae
678,Emmanuel Dennis,ng NGA,FWMF,Watford,eng Premier League,23,1997,28.7,431,633,68.1,6406,1891,255,329,77.5,125,180,69.4,32,56,57.1,6,3.2,+2.8,33,22,21,5,60,Matches,2c44a35d
679,Fabio Depaoli,it ITA,MFDF,Sampdoria,it Serie A,24,1997,1.2,22,33,66.7,401,153,10,10,100.0,9,11,81.8,3,6,50.0,0,0.0,0.0,0,3,0,0,4,Matches,d97f2e8d
680,Fabio Depaoli,it ITA,DF,Hellas Verona,it Serie A,24,1997,7.8,183,290,63.1,3258,1735,90,116,77.6,70,94,74.5,20,59,33.9,1,0.3,+0.7,4,14,15,5,30,Matches,d97f2e8d
681,Memphis Depay,nl NED,FW,Barcelona,es La Liga,27,1994,20.6,725,965,75.1,10974,2829,460,519,88.6,173,239,72.4,65,146,44.5,2,3.9,-1.9,45,32,30,10,70,Matches,8f696594
682,Mike van der Hoorn,nl NED,DF,Arminia,de Bundesliga,28,1992,0.2,3,4,75.0,72,9,1,1,100.0,1,1,100.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0,Matches,25f50295
683,Arthur Desmas,fr FRA,GK,Clermont Foot,fr Ligue 1,27,1994,14.5,297,414,71.7,7127,3994,91,91,100.0,113,115,98.3,84,199,42.2,0,0.0,0.0,0,6,0,0,1,Matches,e8c5dd4d
684,Sergiño Dest,us USA,DFFW,Barcelona,es La Liga,20,2000,16.8,880,1000,88.0,13944,4131,470,497,94.6,358,403,88.8,44,72,61.1,3,2.8,+0.2,19,59,17,4,69,Matches,5976f83e
685,Mattia Destro,it ITA,FW,Genoa,it Serie A,30,1991,19.4,210,347,60.5,2885,726,136,201,67.7,55,99,55.6,10,22,45.5,1,1.0,0.0,10,20,5,1,25,Matches,d7d32194
