,,,,,,,,Playing Time,,,,Performance,,,,,,,Per 90 Minutes,,,,,Expected,,,,Per 90 Minutes,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
1701,Birger Meling\Birger-Meling,no NOR,DF,Nîmes,fr Ligue 1,25,1994,26,26,2328,25.9,2,3,2,0,0,4,0,0.08,0.12,0.19,0.08,0.19,0.8,0.8,2.5,3.3,0.03,0.10,0.13,0.03,0.13,Matches
1702,Arthur Melo\Arthur-Melo,br BRA,MF,Juventus,it Serie A,23,1996,22,13,1157,12.9,1,0,1,0,0,3,0,0.08,0.00,0.08,0.08,0.08,0.2,0.2,0.9,1.0,0.01,0.07,0.08,0.01,0.08,Matches
1703,Houboulang Mendes\Houboulang-Mendes,fr FRA,DF,Lorient,fr Ligue 1,22,1998,17,15,1297,14.4,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.01,0.02,0.03,0.01,0.03,Matches
1704,Pedro Mendes\Pedro-Mendes,pt POR,DF,Montpellier,fr Ligue 1,29,1990,22,19,1626,18.1,2,0,2,0,0,5,0,0.11,0.00,0.11,0.11,0.11,0.9,0.9,0.2,1.1,0.05,0.01,0.06,0.05,0.06,Matches
1705,Thiago Mendes\Thiago-Mendes,br BRA,MF,Lyon,fr Ligue 1,28,1992,32,23,2243,24.9,0,1,0,0,0,5,1,0.00,0.04,0.04,0.00,0.04,1.6,1.6,1.6,3.2,0.07,0.06,0.13,0.07,0.13,Matches
1706,Brais Méndez\Brais-Mendez,es ESP,MFFW,Celta Vigo,es La Liga,23,1997,34,30,2671,29.7,9,0,8,1,1,8,0,0.30,0.00,0.30,0.27,0.27,7.5,6.7,2.0,8.7,0.25,0.07,0.32,0.23,0.29,Matches
1707,Édgar Méndez\Edgar-Mendez,es ESP,MFFW,Alavés,es La Liga,30,1990,33,26,2090,23.2,5,1,5,0,0,12,1,0.22,0.04,0.26,0.22,0.26,5.4,5.4,1.4,6.9,0.23,0.06,0.30,0.23,0.30,Matches
1708,Eñaut Mendía\Enaut-Mendia,es ESP,FW,Eibar,es La Liga,21,1999,1,1,61,0.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02,Matches
1709,Batista Mendy\Batista-Mendy,fr FRA,MF,Nantes,fr Ligue 1,20,2000,2,0,76,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1710,Benjamin Mendy\Benjamin-Mendy,fr FRA,DF,Manchester City,eng Premier League,26,1994,13,11,953,10.6,2,1,2,0,0,2,0,0.19,0.09,0.28,0.19,0.28,0.4,0.4,0.4,0.9,0.04,0.04,0.08,0.04,0.08,Matches
1711,Edouard Mendy\Edouard-Mendy,sn SEN,GK,Rennes,fr Ligue 1,28,1992,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.05,0.05,0.00,0.05,Matches
1712,Edouard Mendy\Edouard-Mendy,sn SEN,GK,Chelsea,eng Premier League,28,1992,31,31,2745,30.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1713,Ferland Mendy\Ferland-Mendy,fr FRA,DF,Real Madrid,es La Liga,25,1995,26,24,2208,24.5,1,0,1,0,0,3,0,0.04,0.00,0.04,0.04,0.04,0.6,0.6,1.7,2.3,0.02,0.07,0.09,0.02,0.09,Matches
1714,Nampalys Mendy\Nampalys-Mendy,sn SEN,MF,Leicester City,eng Premier League,28,1992,23,15,1459,16.2,0,1,0,0,0,5,0,0.00,0.06,0.06,0.00,0.06,0.1,0.1,0.4,0.4,0.01,0.02,0.03,0.01,0.03,Matches
1715,Hamza Mendyl\Hamza-Mendyl,ma MAR,FW,Schalke 04,de Bundesliga,22,1997,3,1,95,1.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.10,0.00,0.10,0.10,0.10,Matches
1716,Levent Mercan\Levent-Mercan,de GER,FW,Schalke 04,de Bundesliga,19,2000,1,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1717,Jorge Meré\Jorge-Mere,es ESP,DF,Köln,de Bundesliga,23,1997,16,14,1300,14.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.01,0.01,0.00,0.01,Matches
1718,Alex Meret\Alex-Meret,it ITA,GK,Napoli,it Serie A,23,1997,22,22,1980,22.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.01,0.01,0.00,0.01,Matches
1719,Mikel Merino\Mikel-Merino,es ESP,MF,Real Sociedad,es La Liga,24,1996,26,25,2154,23.9,2,4,2,0,0,5,0,0.08,0.17,0.25,0.08,0.25,3.7,3.7,2.1,5.8,0.16,0.09,0.24,0.16,0.24,Matches
1720,Martín Merquelanz\Martin-Merquelanz,es ESP,FWMF,Real Sociedad,es La Liga,25,1995,13,4,549,6.1,0,1,0,0,0,0,0,0.00,0.16,0.16,0.00,0.16,1.1,1.1,1.8,2.9,0.19,0.29,0.47,0.19,0.47,Matches
1721,Yıldırım Mert Çetin\Yildirim-Mert-Cetin,tr TUR,DF,Hellas Verona,it Serie A,23,1997,6,4,418,4.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.02,0.00,0.02,0.02,0.02,Matches
1722,Dries Mertens\Dries-Mertens,be BEL,FWMF,Napoli,it Serie A,33,1987,29,18,1459,16.2,9,8,9,0,0,2,0,0.56,0.49,1.05,0.56,1.05,5.3,5.3,3.7,9.0,0.32,0.23,0.56,0.32,0.56,Matches
1723,Roque Mesa\Roque-Mesa,es ESP,MF,Valladolid,es La Liga,31,1989,25,21,1761,19.6,1,0,0,1,1,4,1,0.05,0.00,0.05,0.00,0.00,1.7,0.9,1.1,2.0,0.08,0.06,0.14,0.05,0.10,Matches
1724,Illan Meslier\Illan-Meslier,fr FRA,GK,Leeds United,eng Premier League,20,2000,35,35,3150,35.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Matches
1725,Lionel Messi\Lionel-Messi,ar ARG,FWMF,Barcelona,es La Liga,33,1987,35,33,3023,33.6,30,9,27,3,5,4,0,0.89,0.27,1.16,0.80,1.07,23.6,19.4,10.8,30.3,0.70,0.32,1.02,0.58,0.90,Matches
1726,Junior Messias\Junior-Messias,br BRA,MFFW,Crotone,it Serie A,29,1991,36,36,3215,35.7,9,4,9,0,0,6,0,0.25,0.11,0.36,0.25,0.36,7.5,7.5,2.9,10.4,0.21,0.08,0.29,0.21,0.29,Matches
1727,Thomas Meunier\Thomas-Meunier,be BEL,DF,Dortmund,de Bundesliga,28,1991,21,17,1472,16.4,1,1,1,0,0,3,0,0.06,0.06,0.12,0.06,0.12,0.9,0.9,1.7,2.6,0.06,0.10,0.16,0.06,0.16,Matches
1728,Mexer\Mexer,mz MOZ,DF,Bordeaux,fr Ligue 1,31,1988,9,8,712,7.9,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.01,0.01,0.02,0.01,0.02,Matches
1729,Max Meyer\Max-Meyer,de GER,MF,Köln,de Bundesliga,24,1995,10,3,351,3.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.1,1.0,0.24,0.01,0.26,0.24,0.26,Matches
1730,Omenuke Mfulu\Omenuke-Mfulu,cd COD,MF,Elche,es La Liga,26,1994,20,9,789,8.8,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01,Matches
1731,Míchel\Michel,es ESP,MF,Valladolid,es La Liga,32,1988,22,10,946,10.5,2,0,2,0,0,3,0,0.19,0.00,0.19,0.19,0.19,0.6,0.6,0.8,1.3,0.05,0.07,0.13,0.05,0.13,Matches
1732,Jonas Michel Dirkner\Jonas-Michel-Dirkner,de GER,MF,Hertha BSC,de Bundesliga,18,2002,1,0,16,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1733,Jonas Michelbrink\Jonas-Michelbrink,de GER,MF,Hertha BSC,de Bundesliga,19,2001,2,0,39,0.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1734,Clément Michelin\Clement-Michelin,fr FRA,DF,Lens,fr Ligue 1,23,1997,26,13,1154,12.8,0,4,0,0,0,3,2,0.00,0.31,0.31,0.00,0.31,0.3,0.3,3.2,3.5,0.03,0.25,0.27,0.03,0.27,Matches
1735,Edouard Michut\Edouard-Michut,fr FRA,MF,Paris S-G,fr Ligue 1,17,2003,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1736,Petar Mićin\Petar-Micin,rs SRB,MF,Udinese,it Serie A,21,1998,1,0,15,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1737,Florian Miguel\Florian-Miguel,fr FRA,DF,Nîmes,fr Ligue 1,23,1996,21,18,1538,17.1,0,0,0,0,0,4,2,0.00,0.00,0.00,0.00,0.00,1.3,1.3,0.1,1.3,0.07,0.00,0.08,0.07,0.08,Matches
1738,Valentin Mihaila\Valentin-Mihaila,ro ROU,FWMF,Parma,it Serie A,20,2000,16,4,698,7.8,3,0,3,0,0,2,0,0.39,0.00,0.39,0.39,0.39,2.6,2.6,0.7,3.3,0.34,0.09,0.43,0.34,0.43,Matches
1739,Nikola Milenković\Nikola-Milenkovic,rs SRB,DF,Fiorentina,it Serie A,22,1997,34,34,3034,33.7,3,1,3,0,0,7,1,0.09,0.03,0.12,0.09,0.12,2.6,2.6,0.3,2.9,0.08,0.01,0.09,0.08,0.09,Matches
1740,Arkadiusz Milik\Arkadiusz-Milik,pl POL,FW,Marseille,fr Ligue 1,26,1994,15,14,1220,13.6,9,1,6,3,3,2,0,0.66,0.07,0.74,0.44,0.52,8.5,6.2,1.2,7.4,0.63,0.09,0.71,0.46,0.55,Matches
1741,Sergej Milinković-Savić\Sergej-Milinkovic-Savic,rs SRB,MF,Lazio,it Serie A,25,1995,32,32,2746,30.5,8,9,8,0,0,4,0,0.26,0.29,0.56,0.26,0.56,5.7,5.7,6.4,12.1,0.19,0.21,0.40,0.19,0.40,Matches
1742,Vanja Milinković-Savić\Vanja-Milinkovic-Savic,rs SRB,GK,Torino,it Serie A,23,1997,5,5,450,5.0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1743,Éder Militão\Eder-Militao,br BRA,DF,Real Madrid,es La Liga,22,1998,14,13,1133,12.6,1,0,1,0,0,3,1,0.08,0.00,0.08,0.08,0.08,1.1,1.1,0.0,1.1,0.09,0.00,0.09,0.09,0.09,Matches
1744,Luka Milivojević\Luka-Milivojevic,rs SRB,MF,Crystal Palace,eng Premier League,29,1991,31,27,2359,26.2,1,1,0,1,2,8,1,0.04,0.04,0.08,0.00,0.04,2.3,0.8,1.3,2.1,0.09,0.05,0.14,0.03,0.08,Matches
1745,Luis Milla\Luis-Milla,es ESP,MF,Granada,es La Liga,25,1994,16,14,1253,13.9,1,1,1,0,0,1,0,0.07,0.07,0.14,0.07,0.14,0.5,0.5,2.1,2.6,0.04,0.15,0.19,0.04,0.19,Matches
1746,Pere Milla\Pere-Milla,es ESP,FWMF,Elche,es La Liga,27,1992,32,22,1981,22.0,4,3,4,0,0,6,0,0.18,0.14,0.32,0.18,0.32,5.6,5.6,1.7,7.3,0.25,0.08,0.33,0.25,0.33,Matches
1747,Alejandro Millán\Alejandro-Millan,es ESP,FW,Villarreal,es La Liga,20,1999,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1748,Vincenzo Millico\Vincenzo-Millico,it ITA,FWMF,Torino,it Serie A,19,2000,3,0,21,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.09,0.09,0.00,0.09,Matches
1749,Enzo Millot\Enzo-Millot,fr FRA,MF,Monaco,fr Ligue 1,18,2002,2,0,41,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.25,0.00,0.25,0.25,0.25,Matches
1750,James Milner\James-Milner,eng ENG,MFDF,Liverpool,eng Premier League,34,1986,26,11,1070,11.9,0,1,0,0,0,3,0,0.00,0.08,0.08,0.00,0.08,0.4,0.4,1.2,1.7,0.04,0.10,0.14,0.04,0.14,Matches
1751,Santi Mina\Santi-Mina,es ESP,FW,Celta Vigo,es La Liga,24,1995,34,29,2412,26.8,12,3,11,1,1,4,0,0.45,0.11,0.56,0.41,0.52,8.8,8.0,1.5,9.5,0.33,0.05,0.38,0.30,0.35,Matches
1752,Yerry Mina\Yerry-Mina,co COL,DF,Everton,eng Premier League,25,1994,24,23,1937,21.5,2,0,2,0,0,2,0,0.09,0.00,0.09,0.09,0.09,1.3,1.3,0.0,1.3,0.06,0.00,0.06,0.06,0.06,Matches
1753,Takumi Minamino\Takumi-Minamino,jp JPN,MFFW,Southampton,eng Premier League,25,1995,10,9,711,7.9,2,0,2,0,0,1,0,0.25,0.00,0.25,0.25,0.25,1.2,1.2,0.5,1.7,0.15,0.07,0.22,0.15,0.22,Matches
1754,Takumi Minamino\Takumi-Minamino,jp JPN,MFFW,Liverpool,eng Premier League,25,1995,9,2,293,3.3,1,0,1,0,0,0,0,0.31,0.00,0.31,0.31,0.31,0.7,0.7,0.0,0.7,0.20,0.00,0.20,0.20,0.20,Matches
1755,Tyrone Mings\Tyrone-Mings,eng ENG,DF,Aston Villa,eng Premier League,27,1993,36,36,3194,35.5,2,2,2,0,0,6,1,0.06,0.06,0.11,0.06,0.11,1.9,1.9,0.6,2.5,0.05,0.02,0.07,0.05,0.07,Matches
1756,Óscar Mingueza\Oscar-Mingueza,es ESP,DF,Barcelona,es La Liga,21,1999,27,23,1901,21.1,2,2,2,0,0,4,0,0.09,0.09,0.19,0.09,0.19,1.0,1.0,1.0,2.0,0.05,0.05,0.09,0.05,0.09,Matches
1757,Rafa Mir\Rafa-Mir,es ESP,FW,Huesca,es La Liga,23,1997,38,32,2877,32.0,13,1,11,2,3,2,0,0.41,0.03,0.44,0.34,0.38,13.6,11.4,1.8,13.2,0.43,0.06,0.48,0.36,0.41,Matches
1758,Jorge Miramón\Jorge-Miramon,es ESP,DF,Levante,es La Liga,31,1989,26,19,1732,19.2,0,3,0,0,0,1,0,0.00,0.16,0.16,0.00,0.16,0.7,0.7,1.3,2.0,0.04,0.07,0.10,0.04,0.10,Matches
1759,Aleksei Miranchuk\Aleksei-Miranchuk,ru RUS,FWMF,Atalanta,it Serie A,24,1995,25,4,675,7.5,4,2,4,0,0,0,0,0.53,0.27,0.80,0.53,0.80,1.8,1.8,2.5,4.4,0.24,0.34,0.58,0.24,0.58,Matches
1760,Juan Miranda\Juan-Miranda,es ESP,DF,Betis,es La Liga,20,2000,22,18,1652,18.4,1,2,1,0,0,4,0,0.05,0.11,0.16,0.05,0.16,0.6,0.6,1.3,1.9,0.03,0.07,0.10,0.03,0.10,Matches
1761,Antonio Mirante\Antonio-Mirante,it ITA,GK,Roma,it Serie A,37,1983,13,13,1153,12.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1762,Tyrick Mitchell\Tyrick-Mitchell,eng ENG,DF,Crystal Palace,eng Premier League,20,1999,19,19,1710,19.0,1,1,1,0,0,1,0,0.05,0.05,0.11,0.05,0.11,0.4,0.4,0.4,0.8,0.02,0.02,0.04,0.02,0.04,Matches
1763,Aleksandar Mitrović\Aleksandar-Mitrovic,rs SRB,FW,Fulham,eng Premier League,25,1994,27,13,1402,15.6,3,3,2,1,2,3,0,0.19,0.19,0.39,0.13,0.32,6.5,5.0,2.6,7.6,0.42,0.17,0.59,0.32,0.49,Matches
1764,Stefan Mitrović\Stefan-Mitrovic,rs SRB,DF,Strasbourg,fr Ligue 1,30,1990,32,31,2784,30.9,2,0,2,0,0,3,1,0.06,0.00,0.06,0.06,0.06,0.8,0.8,0.0,0.8,0.03,0.00,0.03,0.03,0.03,Matches
1765,Maximilian Mittelstädt\Maximilian-Mittelstadt,de GER,DF,Hertha BSC,de Bundesliga,23,1997,27,22,1797,20.0,0,2,0,0,0,3,0,0.00,0.10,0.10,0.00,0.10,0.8,0.8,1.9,2.7,0.04,0.09,0.14,0.04,0.14,Matches
1766,Henrikh Mkhitaryan\Henrikh-Mkhitaryan,am ARM,FWMF,Roma,it Serie A,31,1989,34,30,2745,30.5,13,10,12,1,1,2,0,0.43,0.33,0.75,0.39,0.72,12.2,11.5,9.0,20.5,0.40,0.30,0.70,0.38,0.67,Matches
1767,Jakub Moder\Jakub-Moder,pl POL,DFMF,Brighton,eng Premier League,21,1999,12,7,647,7.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.2,1.0,0.12,0.02,0.14,0.12,0.14,Matches
1768,Anthony Modeste\Anthony-Modeste,fr FRA,FWMF,Köln,de Bundesliga,32,1988,8,1,221,2.5,0,0,0,0,1,1,0,0.00,0.00,0.00,0.00,0.00,1.8,1.0,0.0,1.1,0.73,0.01,0.74,0.42,0.43,Matches
1769,Anthony Modeste\Anthony-Modeste,fr FRA,FW,Saint-Étienne,fr Ligue 1,32,1988,7,3,293,3.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.1,1.0,0.26,0.04,0.30,0.26,0.30,Matches
1770,Luka Modrić\Luka-Modric,hr CRO,MF,Real Madrid,es La Liga,34,1985,35,32,2733,30.4,5,3,5,0,0,4,0,0.16,0.10,0.26,0.16,0.26,2.7,2.7,4.2,7.0,0.09,0.14,0.23,0.09,0.23,Matches
1771,Terem Moffi\Terem-Moffi,ng NGA,FW,Lorient,fr Ligue 1,21,1999,32,26,2073,23.0,14,2,13,1,1,2,0,0.61,0.09,0.69,0.56,0.65,12.5,11.7,3.9,15.7,0.54,0.17,0.71,0.51,0.68,Matches
1772,Kevin Möhwald\Kevin-Mohwald,de GER,MF,Werder Bremen,de Bundesliga,27,1993,27,17,1555,17.3,5,1,5,0,0,4,1,0.29,0.06,0.35,0.29,0.35,1.3,1.3,1.0,2.3,0.08,0.06,0.13,0.08,0.13,Matches
1773,Niklas Moisander\Niklas-Moisander,fi FIN,DF,Werder Bremen,de Bundesliga,34,1985,18,12,1222,13.6,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1774,Dion Moise Sahi\Dion-Moise-Sahi,ci CIV,FWMF,Strasbourg,fr Ligue 1,18,2001,6,0,94,1.0,1,0,1,0,0,0,0,0.96,0.00,0.96,0.96,0.96,0.4,0.4,0.0,0.4,0.35,0.01,0.37,0.35,0.37,Matches
1775,Johan Mojica\Johan-Mojica,co COL,DF,Elche,es La Liga,27,1992,17,14,1204,13.4,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.7,0.8,0.01,0.05,0.06,0.01,0.06,Matches
1776,Johan Mojica\Johan-Mojica,co COL,DFFW,Atalanta,it Serie A,27,1992,11,3,299,3.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.03,0.09,0.11,0.03,0.11,Matches
1777,Guillem Molina\Guillem-Molina,es ESP,DF,Valencia,es La Liga,20,2000,2,1,153,1.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1778,Jorge Molina\Jorge-Molina,es ESP,FWMF,Granada,es La Liga,38,1982,33,17,1615,17.9,8,2,8,0,1,3,0,0.45,0.11,0.56,0.45,0.56,5.0,4.3,2.2,6.5,0.28,0.12,0.40,0.24,0.36,Matches
1779,Nahuel Molina\Nahuel-Molina,ar ARG,DF,Udinese,it Serie A,22,1997,29,18,1828,20.3,2,5,2,0,0,1,0,0.10,0.25,0.34,0.10,0.34,1.6,1.6,2.5,4.1,0.08,0.12,0.20,0.08,0.20,Matches
1780,Salvatore Molina\Salvatore-Molina,it ITA,MFDF,Crotone,it Serie A,28,1992,29,28,2315,25.7,1,4,1,0,0,1,0,0.04,0.16,0.19,0.04,0.19,0.7,0.7,2.7,3.5,0.03,0.11,0.14,0.03,0.14,Matches
1781,Victor Mollejo\Victor-Mollejo,es ESP,MFDF,Getafe,es La Liga,19,2001,4,0,72,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.08,0.08,0.00,0.08,Matches
1782,Florent Mollet\Florent-Mollet,fr FRA,MF,Montpellier,fr Ligue 1,28,1991,34,30,2355,26.2,3,5,3,0,0,5,2,0.11,0.19,0.31,0.11,0.31,3.4,3.4,3.4,6.9,0.13,0.13,0.26,0.13,0.26,Matches
1783,Jayson Molumby\Jayson-Molumby,ie IRL,MF,Brighton,eng Premier League,20,1999,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1784,Alkhaly Momo Cissé\Alkhaly-Momo-Cisse,gn GUI,DFFW,Stuttgart,de Bundesliga,17,2002,5,0,38,0.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.05,0.05,0.00,0.05,Matches
1785,Jon Moncayola\Jon-Moncayola,es ESP,MF,Osasuna,es La Liga,22,1998,36,28,2660,29.6,2,0,2,0,0,7,1,0.07,0.00,0.07,0.07,0.07,1.5,1.5,1.3,2.7,0.05,0.04,0.09,0.05,0.09,Matches
1786,Gabriele Moncini\Gabriele-Moncini,it ITA,FW,Benevento,it Serie A,24,1996,10,4,357,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.1,1.1,0.25,0.03,0.28,0.25,0.28,Matches
1787,Thomas Monconduit\Thomas-Monconduit,fr FRA,MF,Lorient,fr Ligue 1,29,1991,27,12,1153,12.8,2,0,2,0,0,4,0,0.16,0.00,0.16,0.16,0.16,1.1,1.1,1.2,2.3,0.09,0.09,0.18,0.09,0.18,Matches
1788,Kévin Monnet-Paquet\Kevin-Monnet-Paquet,fr FRA,MFFW,Saint-Étienne,fr Ligue 1,31,1988,16,7,564,6.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.5,0.04,0.04,0.08,0.04,0.08,Matches
1789,Nacho Monreal\Nacho-Monreal,es ESP,DF,Real Sociedad,es La Liga,34,1986,26,23,2082,23.1,1,1,1,0,0,1,0,0.04,0.04,0.09,0.04,0.09,0.8,0.8,1.2,2.0,0.03,0.05,0.08,0.03,0.08,Matches
1790,Cristóbal Montiel Rodríguez\Cristobal-Montiel-Rodriguez,es ESP,DFFW,Fiorentina,it Serie A,20,2000,2,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1791,Lorenzo Montipò\Lorenzo-Montipo,it ITA,GK,Benevento,it Serie A,24,1996,37,37,3330,37.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1792,Ángel Montoro\Angel-Montoro,es ESP,MF,Granada,es La Liga,32,1988,22,17,1362,15.1,1,1,0,1,1,6,0,0.07,0.07,0.13,0.00,0.07,1.4,0.7,1.6,2.3,0.09,0.11,0.20,0.04,0.15,Matches
1793,Martín Montoya\Martin-Montoya,es ESP,DF,Betis,es La Liga,29,1991,5,2,239,2.7,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.4,0.02,0.13,0.15,0.02,0.15,Matches
1794,Emre Mor\Emre-Mor,tr TUR,FWMF,Celta Vigo,es La Liga,23,1997,11,6,500,5.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.5,0.06,0.03,0.10,0.06,0.10,Matches
1795,Luca Mora\Luca-Mora,it ITA,MF,Spezia,it Serie A,32,1988,4,1,113,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.09,0.00,0.09,0.09,0.09,Matches
1796,Wesley Moraes\Wesley-Moraes,br BRA,MFFW,Aston Villa,eng Premier League,23,1996,3,0,18,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.12,0.00,0.12,0.12,0.12,Matches
1797,Álvaro Morata\Alvaro-Morata,es ESP,FW,Juventus,it Serie A,27,1992,32,23,2014,22.4,11,9,10,1,1,3,1,0.49,0.40,0.89,0.45,0.85,10.9,10.2,4.8,15.0,0.49,0.22,0.71,0.46,0.67,Matches
1798,Jan Morávek\Jan-Moravek,cz CZE,MF,Augsburg,de Bundesliga,30,1989,5,3,267,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.2,0.05,0.01,0.06,0.05,0.06,Matches
1799,Jon Morcillo\Jon-Morcillo,es ESP,MFFW,Athletic Club,es La Liga,21,1998,30,16,1363,15.1,2,2,2,0,0,3,0,0.13,0.13,0.26,0.13,0.26,1.5,1.5,2.9,4.4,0.10,0.19,0.29,0.10,0.29,Matches
1800,Jérémy Morel\Jeremy-Morel,mg MAD,DF,Lorient,fr Ligue 1,36,1984,28,28,2493,27.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.3,0.8,0.02,0.01,0.03,0.02,0.03,Matches
1801,Alberto Moreno\Alberto-Moreno,es ESP,DF,Villarreal,es La Liga,28,1992,5,2,193,2.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.12,0.00,0.12,0.12,0.12,Matches
1802,Álex Moreno\Alex-Moreno,es ESP,DF,Betis,es La Liga,27,1993,23,20,1786,19.8,0,2,0,0,0,4,0,0.00,0.10,0.10,0.00,0.10,0.8,0.8,2.1,2.8,0.04,0.10,0.14,0.04,0.14,Matches
1803,Gerard Moreno\Gerard-Moreno,es ESP,FWMF,Villarreal,es La Liga,28,1992,33,30,2673,29.7,23,7,13,10,10,3,0,0.77,0.24,1.01,0.44,0.67,19.1,11.6,7.6,19.2,0.64,0.26,0.90,0.39,0.65,Matches
