,,,,,,,,,,Pass Types,,,,,,,,Corner Kicks,,,Outcomes,,,
176,Roony Bardghji,se SWE,FW,Barcelona,es La Liga,19-352,2005,1.9,98,91,6,0,0,0,14,0,6,3,0,0,79,1,4,Matches
177,Nicolò Barella,it ITA,MF,Inter,it Serie A,28-268,1997,7.9,567,540,26,8,4,7,34,3,13,5,7,0,462,1,11,Matches
178,Kike Barja,es ESP,MFFW,Osasuna,es La Liga,28-215,1997,0.6,32,27,5,0,0,1,12,3,2,2,0,0,16,0,3,Matches
179,Ross Barkley,eng ENG,MF,Aston Villa,eng Premier League,31-332,1993,0.7,24,23,1,1,1,1,0,0,0,0,0,0,21,0,0,Matches
180,Ashley Barnes,eng ENG,FW,Burnley,eng Premier League,36-003,1989,0.1,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
181,Harvey Barnes,eng ENG,FW,Newcastle Utd,eng Premier League,27-328,1997,4.1,113,111,2,1,0,0,17,1,0,0,0,0,82,0,8,Matches
182,Ander Barrenetxea,es ESP,MFFW,Real Sociedad,es La Liga,23-310,2001,9.2,370,336,30,1,3,5,42,7,22,11,0,0,272,4,14,Matches
183,Pablo Barrios,es ESP,MF,Atlético Madrid,es La Liga,22-140,2003,8.8,545,534,10,7,5,3,13,2,0,0,0,0,462,1,8,Matches
184,Thierno Barry,fr FRA,FW,Everton,eng Premier League,23-012,2002,2.8,47,47,0,0,0,0,0,0,0,0,0,0,32,0,0,Matches
185,Davide Bartesaghi,it ITA,DFFW,Milan,it Serie A,19-308,2005,4.2,182,149,32,3,1,0,18,24,5,4,0,0,143,1,1,Matches
186,Marc Bartra,es ESP,DF,Betis,es La Liga,34-291,1991,5.5,286,264,22,18,0,6,0,0,0,0,0,0,245,0,3,Matches
187,Federico Baschirotto,it ITA,DF,Cremonese,it Serie A,29-043,1996,10.0,433,393,38,27,0,2,2,0,0,0,0,0,374,2,0,Matches
188,Toma Bašić,hr CRO,MF,Lazio,it Serie A,28-342,1996,3.9,145,140,5,4,0,1,4,0,1,1,0,0,124,0,0,Matches
189,Calvin Bassey,ng NGA,DF,Fulham,eng Premier League,25-306,1999,9.1,559,506,51,19,0,6,3,19,0,0,0,0,486,2,11,Matches
190,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,26-203,1999,7.6,628,551,74,23,0,6,25,46,0,0,0,0,533,3,5,Matches
191,Augusto Batalla,ar ARG,GK,Rayo Vallecano,es La Liga,29-186,1996,11.0,409,337,72,25,0,3,0,0,0,0,0,0,277,0,1,Matches
192,Michy Batshuayi,be BEL,FW,Eint Frankfurt,de Bundesliga,32-031,1993,0.7,19,18,1,0,0,0,0,0,0,0,0,0,14,0,0,Matches
193,Martin Baturina,hr CRO,FWMF,Como,it Serie A,22-259,2003,1.1,48,44,4,1,0,0,6,0,3,0,3,0,41,0,1,Matches
194,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,35-153,1990,8.0,299,254,45,11,0,0,0,0,0,0,0,0,227,0,0,Matches
195,Christoph Baumgartner,at AUT,MF,RB Leipzig,de Bundesliga,26-093,1999,7.6,245,228,16,6,5,2,0,0,0,0,0,0,183,1,4,Matches
196,Altay Bayındır,tr TUR,GK,Manchester Utd,eng Premier League,27-202,1998,6.0,192,160,32,16,0,0,0,0,0,0,0,0,122,0,0,Matches
197,Vakoun Bayo,ci CIV,FW,Udinese,it Serie A,28-296,1997,2.8,79,74,4,0,0,0,0,0,0,0,0,0,59,1,2,Matches
198,Ihlas Bebou,tg TOG,FW,Hoffenheim,de Bundesliga,31-193,1994,0.6,6,6,0,0,1,0,0,0,0,0,0,0,4,0,0,Matches
199,Samu Becerra,es ESP,DFMF,Rayo Vallecano,es La Liga,19-305,2006,0.1,14,14,0,0,0,0,2,0,0,0,0,0,12,0,0,Matches
200,Adrian Beck,de GER,MFFW,Heidenheim,de Bundesliga,28-146,1997,3.4,132,129,3,1,0,0,4,1,0,0,0,0,104,0,5,Matches
201,Sheraldo Becker,sr SUR,MF,Osasuna,es La Liga,30-266,1995,1.0,31,29,1,0,0,0,7,1,0,0,0,0,17,1,2,Matches
202,Donny van de Beek,nl NED,MF,Girona,es La Liga,28-198,1997,0.5,14,13,1,0,0,0,0,1,0,0,0,0,13,0,0,Matches
203,Tjaš Begić,si SVN,DF,Parma,it Serie A,22-125,2003,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
204,Maximilian Beier,de GER,MFFW,Dortmund,de Bundesliga,23-016,2002,5.5,158,151,7,1,2,0,4,5,1,0,0,0,115,0,7,Matches
205,Ismael Bekhoucha,ma MAR,DF,Getafe,es La Liga,20-347,2004,1.2,24,23,1,0,0,0,4,1,0,0,0,0,14,0,3,Matches
206,Reda Belahyane,ma MAR,MF,Lazio,it Serie A,21-154,2004,1.7,63,63,0,0,1,1,0,0,0,0,0,0,55,0,2,Matches
207,Rafik Belghali,dz ALG,DFFW,Hellas Verona,it Serie A,23-148,2002,6.4,201,163,38,0,0,1,17,38,0,0,0,0,155,0,5,Matches
208,Haris Belkebla,dz ALG,MF,Angers,fr Ligue 1,31-278,1994,9.9,365,351,12,9,0,1,1,3,0,0,0,0,324,2,4,Matches
209,Yassin Belkhdim,fr FRA,MFFW,Angers,fr Ligue 1,23-261,2002,9.4,325,318,6,4,0,4,17,2,0,0,0,0,264,1,11,Matches
210,Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,34-070,1991,3.6,154,148,4,4,0,3,0,0,0,0,0,0,107,2,2,Matches
211,Armel Bella Kotchap,de GER,DF,Hellas Verona,it Serie A,23-326,2001,2.6,96,91,5,2,0,1,0,3,0,0,0,0,81,0,1,Matches
212,Raoul Bellanova,it ITA,DF,Atalanta,it Serie A,25-169,2000,6.3,295,245,50,3,0,0,43,39,8,0,7,0,234,0,1,Matches
213,Jean-Ricner Bellegarde,ht HAI,MFFW,Wolves,eng Premier League,27-128,1998,4.5,175,155,19,6,2,1,15,0,5,5,0,0,133,1,4,Matches
214,Héctor Bellerín,es ESP,DF,Betis,es La Liga,30-228,1995,8.6,503,442,59,3,0,1,14,56,0,0,0,0,433,2,10,Matches
215,Jobe Bellingham,eng ENG,MF,Dortmund,de Bundesliga,20-040,2005,2.7,161,158,3,3,0,0,1,0,0,0,0,0,141,0,0,Matches
216,Jude Bellingham,eng ENG,MF,Real Madrid,es La Liga,22-126,2003,4.2,237,229,5,5,1,3,2,0,0,0,0,0,203,3,2,Matches
217,Jeanuël Belocian,fr FRA,DF,Leverkusen,de Bundesliga,20-258,2005,1.1,64,57,7,0,0,0,2,7,0,0,0,0,56,0,0,Matches
218,Andrea Belotti,it ITA,FW,Cagliari,it Serie A,31-317,1993,2.1,31,27,3,0,0,0,1,1,0,0,0,0,23,1,1,Matches
219,Fran Beltrán,es ESP,MF,Celta Vigo,es La Liga,26-272,1999,2.5,119,117,2,1,0,1,2,0,1,1,0,0,107,0,2,Matches
220,Lucas Beltrán,ar ARG,FW,Valencia,es La Liga,24-218,2001,3.0,78,71,7,0,0,0,2,0,0,0,0,0,60,0,4,Matches
221,Eliesse Ben Seghir,ma MAR,MFFW,Monaco,fr Ligue 1,20-259,2005,0.5,26,25,1,1,0,1,1,0,0,0,0,0,19,0,0,Matches
222,Eliesse Ben Seghir,ma MAR,MF,Leverkusen,de Bundesliga,20-259,2005,1.7,84,83,1,0,2,0,3,0,1,0,0,0,68,0,3,Matches
223,Carlos Benavídez,uy URU,MF,Alavés,es La Liga,27-217,1998,0.3,16,16,0,0,0,0,0,0,0,0,0,0,14,0,0,Matches
224,Adrian Benedyczak,pl POL,MFFW,Parma,it Serie A,24-343,2000,1.3,33,32,1,0,0,0,4,0,0,0,0,0,18,0,3,Matches
225,Yassine Benhattab,fr FRA,MFFW,Nantes,fr Ligue 1,22-349,2002,4.1,130,126,4,0,1,0,17,1,3,2,1,0,87,0,6,Matches
226,Iker Benito,es ESP,DFFW,Osasuna,es La Liga,23-084,2002,1.7,93,80,13,0,0,1,5,13,0,0,0,0,73,0,1,Matches
227,Ramy Bensebaini,dz ALG,DF,Dortmund,de Bundesliga,30-200,1995,8.5,684,645,38,17,2,4,8,15,0,0,0,0,610,1,4,Matches
228,Nabil Bentaleb,dz ALG,MF,Lille,fr Ligue 1,30-343,1994,2.6,224,207,17,11,3,3,8,2,4,1,1,0,188,0,2,Matches
229,Rodrigo Bentancur,uy URU,MF,Tottenham,eng Premier League,28-130,1997,7.2,355,351,4,4,1,0,2,0,0,0,0,0,305,0,5,Matches
230,Lucas Beraldo,br BRA,DF,Paris S-G,fr Ligue 1,21-343,2003,6.4,648,631,17,6,1,3,0,1,0,0,0,0,620,0,1,Matches
231,Domenico Berardi,it ITA,FW,Sassuolo,it Serie A,31-093,1994,6.5,200,178,20,10,2,5,13,3,7,3,2,0,150,2,9,Matches
232,Yuri Berchiche,es ESP,DF,Athletic Club,es La Liga,35-265,1990,10.5,664,559,103,15,0,4,23,88,0,0,0,0,555,2,12,Matches
233,Álex Berenguer,es ESP,FWMF,Athletic Club,es La Liga,30-121,1995,7.4,282,205,77,33,1,0,62,4,36,11,15,0,197,0,3,Matches
234,Sander Berge,no NOR,MF,Fulham,eng Premier League,27-261,1998,9.6,440,433,7,6,1,5,3,1,0,0,0,0,389,0,9,Matches
235,Lucas Bergvall,se SWE,MFFW,Tottenham,eng Premier League,19-273,2006,4.6,161,133,27,0,0,2,9,20,0,0,0,0,115,1,1,Matches
236,Medon Berisha,al ALB,MF,Lecce,it Serie A,22-012,2003,5.5,271,228,42,11,0,6,33,1,29,11,14,0,200,1,5,Matches
237,Anthony Bermont,fr FRA,DFMF,Lens,fr Ligue 1,20-265,2005,0.5,37,36,1,0,0,0,3,1,0,0,0,0,27,0,2,Matches
238,Adrian Bernabe,es ESP,MFDF,Parma,it Serie A,24-160,2001,7.7,360,323,35,17,0,5,18,0,7,6,1,0,287,2,6,Matches
239,Marc Bernal,es ESP,MF,Barcelona,es La Liga,18-160,2007,0.1,12,12,0,0,1,0,0,0,0,0,0,0,10,0,0,Matches
240,Federico Bernardeschi,it ITA,FWMF,Bologna,it Serie A,31-259,1994,3.6,162,153,8,2,0,4,17,1,5,4,1,0,132,1,2,Matches
241,Bernardo,br BRA,DF,Hoffenheim,de Bundesliga,30-172,1995,7.9,480,404,75,6,0,1,6,69,0,0,0,0,371,1,11,Matches
242,Lorenzo Bernasconi,it ITA,DF,Atalanta,it Serie A,21-351,2003,2.8,182,142,40,5,0,0,22,26,9,6,3,0,146,0,3,Matches
243,Antoine Bernede,fr FRA,MF,Hellas Verona,it Serie A,26-160,1999,7.6,257,242,13,9,2,1,11,2,2,0,2,0,188,2,7,Matches
244,Nicolò Bertola,it ITA,DF,Udinese,it Serie A,22-224,2003,3.8,180,175,5,4,0,1,1,0,0,0,0,0,148,0,4,Matches
245,Jan-Niklas Beste,de GER,FW,Freiburg,de Bundesliga,26-302,1999,5.3,161,139,21,9,0,0,30,1,11,10,1,0,105,1,11,Matches
246,Beto,gw GNB,FW,Everton,eng Premier League,27-275,1998,6.3,76,76,0,0,0,0,1,0,0,0,0,0,46,0,1,Matches
247,Sam Beukema,nl NED,DF,Napoli,it Serie A,26-350,1998,4.0,294,288,6,5,0,1,0,0,0,0,0,0,280,0,0,Matches
248,Matteo Bianchetti,it ITA,DF,Cremonese,it Serie A,32-230,1993,8.7,451,376,72,22,0,1,3,38,0,0,0,0,370,3,3,Matches
249,Mika Biereth,dk DEN,FWMF,Monaco,fr Ligue 1,22-267,2003,6.2,106,93,12,0,2,0,5,2,0,0,0,0,62,1,4,Matches
250,Pedro Bigas,es ESP,DF,Elche,es La Liga,35-048,1990,8.6,665,582,80,50,0,9,11,15,0,0,0,0,589,3,0,Matches
251,Jaka Bijol,si SVN,DF,Leeds United,eng Premier League,26-270,1999,2.0,135,123,12,2,0,0,0,0,0,0,0,0,126,0,0,Matches
252,Cristiano Biraghi,it ITA,DFMF,Torino,it Serie A,33-062,1992,4.9,212,152,58,7,0,3,32,37,14,6,5,0,151,2,6,Matches
253,Tom Bischof,de GER,DFMF,Bayern Munich,de Bundesliga,20-127,2005,3.4,326,306,20,3,2,1,7,12,5,2,0,0,300,0,4,Matches
254,Leonardo Bittencourt,de GER,MF,Werder Bremen,de Bundesliga,31-318,1993,2.0,134,132,1,0,0,0,1,1,0,0,0,0,112,1,1,Matches
255,Emmanuel Biumla,fr FRA,DF,Angers,fr Ligue 1,20-178,2005,1.5,73,71,1,1,0,0,0,0,0,0,0,0,61,1,2,Matches
256,Marco Bizot,nl NED,GK,Aston Villa,eng Premier League,34-237,1991,2.0,67,50,17,3,0,0,0,0,0,0,0,0,46,0,0,Matches
257,Antonio Blanco,es ESP,MF,Alavés,es La Liga,25-102,2000,8.4,519,494,23,13,0,7,9,0,1,0,1,0,428,2,6,Matches
258,Ludovic Blas,fr FRA,MFDF,Rennes,fr Ligue 1,27-306,1997,6.0,241,221,18,2,1,4,20,2,10,3,5,0,195,2,5,Matches
259,Daley Blind,nl NED,DF,Girona,es La Liga,35-238,1990,9.6,619,551,64,18,1,7,4,7,0,0,0,0,549,4,4,Matches
260,Adam Boayar,ma MAR,MF,Elche,es La Liga,20-020,2005,0.1,9,9,0,0,0,0,0,0,0,0,0,0,9,0,0,Matches
261,Oscar Bobb,no NOR,MFFW,Manchester City,eng Premier League,22-113,2003,5.0,201,193,8,2,1,1,4,6,0,0,0,0,180,0,4,Matches
262,Ben Bobzien,de GER,FW,Mainz 05,de Bundesliga,22-187,2003,0.1,11,11,0,0,0,0,1,0,0,0,0,0,9,0,0,Matches
263,Arnaud Bodart,be BEL,GK,Lille,fr Ligue 1,27-236,1998,2.0,77,68,9,2,0,0,0,0,0,0,0,0,62,0,0,Matches
264,Sacha Boey,fr FRA,DF,Bayern Munich,de Bundesliga,25-050,2000,5.1,338,294,44,4,0,0,5,40,0,0,0,0,287,0,8,Matches
265,Jeremie Boga,ci CIV,FWMF,Nice,fr Ligue 1,28-303,1997,6.5,191,174,17,4,1,2,12,0,9,1,5,0,152,0,9,Matches
266,Lamare Bogarde,nl NED,MF,Aston Villa,eng Premier League,21-301,2004,3.1,157,153,3,3,0,0,0,0,0,0,0,0,148,1,1,Matches
267,Jayden Bogle,eng ENG,DF,Leeds United,eng Premier League,25-098,2000,9.6,360,293,67,9,0,1,21,58,0,0,0,0,271,0,16,Matches
268,Adama Boiro,es ESP,DF,Athletic Club,es La Liga,23-133,2002,0.5,45,41,4,1,0,0,2,3,0,0,0,0,41,0,0,Matches
269,Morgan Bokelé Mputu,cm CMR,FWDF,Metz,fr Ligue 1,21-234,2004,1.9,79,77,1,1,0,1,5,0,0,0,0,0,62,1,0,Matches
270,Daniel Boloca,ro ROU,MF,Sassuolo,it Serie A,26-315,1998,1.5,57,57,0,0,0,1,1,0,0,0,0,0,53,0,0,Matches
271,Moïse Bombito,ca CAN,DF,Nice,fr Ligue 1,25-217,2000,1.6,64,60,4,1,0,0,0,0,0,0,0,0,54,0,0,Matches
272,Federico Bonazzoli,it ITA,FW,Cremonese,it Serie A,28-165,1997,5.2,147,138,9,0,1,2,2,0,0,0,0,0,118,0,4,Matches
273,Warren Bondo,fr FRA,MF,Cremonese,it Serie A,22-048,2003,7.4,274,270,4,4,0,2,0,0,0,0,0,0,243,0,3,Matches
274,Giovanni Bonfanti,it ITA,DF,Pisa,it Serie A,22-289,2003,3.6,134,98,36,5,0,1,9,27,0,0,0,0,81,0,5,Matches
275,Victor Boniface,ng NGA,FWMF,Werder Bremen,de Bundesliga,24-314,2000,2.9,79,76,3,0,1,0,0,0,0,0,0,0,55,0,5,Matches
276,Rahim Bonkano,ne NIG,DF,Oviedo,es La Liga,23-305,2002,8.4,409,329,79,5,0,0,31,74,0,0,0,0,316,1,13,Matches
277,Ange-Yoan Bonny,fr FRA,FW,Inter,it Serie A,22-008,2003,3.1,70,70,0,0,0,0,0,0,0,0,0,0,53,0,3,Matches
278,Gennaro Borrelli,it ITA,FW,Cagliari,it Serie A,25-237,2000,4.5,70,67,2,0,0,0,1,0,0,0,0,0,49,1,1,Matches
279,Sven Botman,nl NED,DF,Newcastle Utd,eng Premier League,25-294,2000,5.4,289,278,11,8,0,3,0,0,0,0,0,0,249,0,1,Matches
280,Ayyoub Bouaddi,fr FRA,MF,Lille,fr Ligue 1,18-031,2007,8.0,280,273,7,5,0,1,6,2,0,0,0,0,234,0,8,Matches
281,Badredine Bouanani,dz ALG,MF,Nice,fr Ligue 1,20-329,2004,1.0,52,51,1,1,2,0,5,0,0,0,0,0,38,0,0,Matches
282,Badredine Bouanani,dz ALG,FWMF,Stuttgart,de Bundesliga,20-329,2004,1.8,74,67,6,1,0,0,8,1,3,0,0,0,56,1,1,Matches
283,Hicham Boudaoui,dz ALG,MF,Nice,fr Ligue 1,26-040,1999,8.1,285,277,6,6,3,2,9,0,0,0,0,0,235,2,7,Matches
284,Justin Bourgault,fr FRA,MFDF,Brest,fr Ligue 1,20-049,2005,0.2,7,4,3,0,0,0,0,3,0,0,0,0,7,0,0,Matches
285,Jarrod Bowen,eng ENG,FWMF,West Ham,eng Premier League,28-317,1996,9.0,220,197,21,0,4,2,28,1,3,3,0,0,156,2,15,Matches
286,Lucas Boyé,ar ARG,FWMF,Alavés,es La Liga,29-247,1996,5.1,106,102,3,0,0,0,2,0,0,0,0,0,70,1,10,Matches
287,Enzo Boyomo,cm CMR,DF,Osasuna,es La Liga,24-026,2001,10.0,473,452,21,11,0,4,6,10,0,0,0,0,384,0,6,Matches
288,Domagoj Bradarić,hr CRO,DFFW,Hellas Verona,it Serie A,25-327,1999,6.9,246,201,45,2,2,0,30,31,12,11,1,0,176,0,9,Matches
289,Conor Bradley,nir NIR,DF,Liverpool,eng Premier League,22-116,2003,5.0,301,240,61,9,1,0,10,51,1,0,0,0,259,0,3,Matches
290,Bilal Brahimi,dz ALG,FW,Nice,fr Ligue 1,25-233,2000,0.0,5,5,0,0,0,0,2,0,0,0,0,0,3,0,0,Matches
291,Julian Brandt,de GER,FWMF,Dortmund,de Bundesliga,29-184,1996,4.0,180,176,4,1,1,1,6,3,0,0,0,0,140,0,3,Matches
292,Lilian Brassier,fr FRA,DF,Rennes,fr Ligue 1,26-000,1999,4.4,298,287,11,2,0,1,6,6,0,0,0,0,252,0,4,Matches
293,Iker Bravo,es ESP,FW,Udinese,it Serie A,20-293,2005,1.8,39,32,7,1,0,0,3,0,2,2,0,0,28,0,4,Matches
294,Josip Brekalo,hr CRO,FW,Oviedo,es La Liga,27-132,1998,3.4,149,136,12,5,2,2,9,2,5,2,1,0,110,1,4,Matches
295,Gleison Bremer,br BRA,DF,Juventus,it Serie A,28-229,1997,3.8,198,193,5,2,1,2,1,0,0,0,0,0,169,0,4,Matches
296,Marco Brescianini,it ITA,MFDF,Atalanta,it Serie A,25-286,2000,1.8,83,80,3,0,0,0,6,0,3,0,3,0,68,0,0,Matches
297,Abel Bretones,es ESP,DFMF,Osasuna,es La Liga,25-073,2000,8.0,274,213,61,2,2,0,10,59,0,0,0,0,199,0,13,Matches
298,Sascha Britschgi,ch SUI,DF,Parma,it Serie A,19-067,2006,4.5,132,101,30,0,0,0,5,30,0,0,0,0,87,1,7,Matches
299,Brian Brobbey,nl NED,FW,Sunderland,eng Premier League,23-274,2002,0.8,13,13,0,0,0,0,0,0,0,0,0,0,6,0,2,Matches
300,Marius Broholm,no NOR,FW,Lille,fr Ligue 1,20-311,2004,1.3,58,55,3,1,0,0,3,2,0,0,0,0,42,0,2,Matches
301,Armando Broja,al ALB,FW,Burnley,eng Premier League,24-053,2001,0.7,6,5,1,0,0,0,0,0,0,0,0,0,4,0,0,Matches
302,David Brooks,wls WAL,FWMF,Bournemouth,eng Premier League,28-117,1997,5.3,218,196,20,3,2,1,29,5,12,11,0,0,148,2,8,Matches
303,Nathaniel Brown,de GER,DFFW,Eint Frankfurt,de Bundesliga,22-139,2003,6.8,303,260,42,10,1,0,16,30,2,2,0,0,249,1,6,Matches
304,Brugui,es ESP,MF,Levante,es La Liga,28-363,1996,7.1,159,155,3,0,0,1,7,1,0,0,0,0,126,1,7,Matches
305,Paris Brunner,de GER,FW,Monaco,fr Ligue 1,19-260,2006,0.9,17,15,1,0,1,0,0,0,0,0,0,0,9,1,1,Matches
306,Jacob Bruun Larsen,dk DEN,FWMF,Burnley,eng Premier League,27-044,1998,4.4,112,107,4,0,1,0,10,2,1,1,0,0,84,1,5,Matches
307,Tajon Buchanan,ca CAN,MF,Villarreal,es La Liga,26-267,1999,7.2,212,201,11,3,0,0,8,8,0,0,0,0,171,0,7,Matches
308,Ante Budimir,hr CRO,FW,Osasuna,es La Liga,34-103,1991,9.1,150,147,3,1,1,0,1,1,0,0,0,0,87,0,8,Matches
309,Emi Buendía,ar ARG,FWMF,Aston Villa,eng Premier League,28-312,1996,4.0,145,137,8,0,1,1,2,2,2,1,0,0,117,0,3,Matches
310,Hugo Bueno,es ESP,DFMF,Wolves,eng Premier League,23-045,2002,7.8,381,291,90,11,0,1,61,72,7,6,1,0,288,0,16,Matches
311,Manu Bueno,es ESP,MF,Sevilla,es La Liga,21-098,2004,0.1,6,6,0,0,0,0,1,0,0,0,0,0,5,0,0,Matches
312,Santiago Bueno,uy URU,DF,Wolves,eng Premier League,26-358,1998,6.4,317,305,11,7,1,0,3,4,0,0,0,0,279,1,1,Matches
313,Louis Buffon,it ITA,FW,Pisa,it Serie A,17-309,2007,0.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
314,Adam Buksa,pl POL,FW,Udinese,it Serie A,29-113,1996,3.5,64,64,0,0,0,1,1,0,0,0,0,0,36,0,0,Matches
315,Andrija Bulatović,me MNE,MF,Lens,fr Ligue 1,18-310,2006,0.1,7,7,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches
316,Marius Bülter,de GER,FWMF,Köln,de Bundesliga,32-218,1993,4.2,105,101,4,0,1,0,12,3,0,0,0,0,72,0,5,Matches
317,Facundo Buonanotte,ar ARG,MF,Chelsea,eng Premier League,20-314,2004,0.5,22,22,0,0,0,0,0,0,0,0,0,0,20,0,0,Matches
318,Alessandro Buongiorno,it ITA,DF,Napoli,it Serie A,26-149,1999,5.4,322,309,13,7,0,0,2,0,0,0,0,0,297,0,2,Matches
319,Wouter Burger,nl NED,MF,Hoffenheim,de Bundesliga,24-259,2001,6.0,284,278,2,0,2,2,2,0,0,0,0,0,207,4,4,Matches
320,Jonathan Burkardt,de GER,FW,Eint Frankfurt,de Bundesliga,25-114,2000,5.7,89,85,3,0,0,1,1,0,0,0,0,0,63,1,7,Matches
321,Oliver Burke,sct SCO,MFFW,Union Berlin,de Bundesliga,28-209,1997,4.5,75,74,1,0,0,0,5,1,0,0,0,0,53,0,4,Matches
322,Vincent Burlet,be BEL,DF,Lille,fr Ligue 1,20-040,2005,0.2,16,15,1,0,0,0,1,1,0,0,0,0,15,0,0,Matches
323,Dan Burn,eng ENG,DF,Newcastle Utd,eng Premier League,33-177,1992,9.0,411,356,55,7,0,0,6,48,0,0,0,0,291,0,10,Matches
324,Marnon Busch,de GER,DFMF,Heidenheim,de Bundesliga,30-329,1994,4.7,174,153,21,1,0,4,8,20,0,0,0,0,131,0,6,Matches
325,Aurélio Buta,pt POR,DF,Eint Frankfurt,de Bundesliga,28-265,1997,1.5,79,65,14,0,0,0,1,14,0,0,0,0,62,0,3,Matches
326,Jean Butez,fr FRA,GK,Como,it Serie A,30-147,1995,10.0,404,355,49,19,0,0,0,0,0,0,0,0,333,0,0,Matches
327,Sam Byram,eng ENG,DF,Leeds United,eng Premier League,32-047,1993,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
328,William Bøving,dk DEN,MFFW,Mainz 05,de Bundesliga,22-246,2003,0.8,28,27,1,0,0,0,3,0,0,0,0,0,17,0,4,Matches
329,Jorge Cabello,es ESP,DF,Levante,es La Liga,21-191,2004,2.7,51,49,2,2,0,0,0,0,0,0,0,0,42,0,0,Matches
330,Pape Cabral,fr FRA,MF,Monaco,fr Ligue 1,18-286,2007,0.5,31,31,0,0,0,0,0,0,0,0,0,0,28,0,1,Matches
331,Leandro Cabrera,uy URU,DF,Espanyol,es La Liga,34-138,1991,9.0,378,357,20,17,0,6,3,3,0,0,0,0,308,1,2,Matches
332,Anthony Caci,fr FRA,DFMF,Mainz 05,de Bundesliga,28-124,1997,3.4,235,184,48,2,0,0,21,46,0,0,0,0,171,3,7,Matches
333,Noah Cadiou,gp GLP,MF,Lorient,fr Ligue 1,27-007,1998,1.6,68,67,1,1,0,1,2,0,0,0,0,0,56,0,1,Matches
334,Mathieu Cafaro,fr FRA,FWMF,Paris FC,fr Ligue 1,28-222,1997,0.4,26,23,3,1,0,0,3,1,1,1,0,0,19,0,2,Matches
335,Moisés Caicedo,ec ECU,MF,Chelsea,eng Premier League,24-000,2001,9.5,575,560,13,12,3,1,1,1,0,0,0,0,522,2,5,Matches
336,Tom Cairney,sct SCO,MF,Fulham,eng Premier League,34-286,1991,2.3,140,130,10,4,1,1,1,0,1,0,0,0,127,0,0,Matches
337,Arturo Calabresi,it ITA,DF,Pisa,it Serie A,29-230,1996,1.6,61,46,15,1,0,0,1,14,0,0,0,0,49,0,1,Matches
338,Riccardo Calafiori,it ITA,DF,Arsenal,eng Premier League,23-167,2002,8.5,436,356,79,7,0,0,14,72,0,0,0,0,353,1,11,Matches
339,Calebe,br BRA,MFDF,Alavés,es La Liga,25-186,2000,1.9,87,82,5,0,2,0,7,1,4,0,2,0,68,0,1,Matches
340,Fernando Calero,es ESP,DF,Espanyol,es La Liga,30-049,1995,5.5,271,261,10,6,0,2,0,0,0,0,0,0,236,0,0,Matches
341,Duje Ćaleta-Car,hr CRO,DF,Real Sociedad,es La Liga,29-046,1996,7.7,447,430,17,12,2,4,0,0,0,0,0,0,408,0,0,Matches
342,Hakan Çalhanoğlu,tr TUR,MF,Inter,it Serie A,31-267,1994,5.8,451,411,39,16,0,3,28,1,22,6,15,0,391,1,7,Matches
343,Dominic Calvert-Lewin,eng ENG,FW,Leeds United,eng Premier League,28-231,1997,6.6,102,101,0,0,1,0,1,0,0,0,0,0,68,1,2,Matches
344,Dani Calvo,es ESP,DF,Oviedo,es La Liga,31-215,1994,6.0,269,239,30,13,0,2,1,1,0,0,0,0,243,0,3,Matches
345,Adama Camara,fr FRA,MF,Paris FC,fr Ligue 1,29-015,1996,7.0,267,263,4,3,0,0,1,1,0,0,0,0,230,0,2,Matches
346,Amady Camara,ml MLI,FWMF,Nantes,fr Ligue 1,20-158,2005,1.5,47,44,3,0,0,0,10,2,0,0,0,0,30,0,3,Matches
347,Dawda Camara,mr MTN,FW,Girona,es La Liga,22-363,2002,0.8,10,6,4,0,0,0,0,0,0,0,0,0,7,0,1,Matches
348,Lamine Camara,sn SEN,MF,Monaco,fr Ligue 1,21-305,2004,3.7,239,224,15,5,0,1,14,1,9,8,1,0,197,0,2,Matches
349,Mahdi Camara,fr FRA,MFDF,Rennes,fr Ligue 1,27-125,1998,6.0,253,249,3,2,1,0,8,0,0,0,0,0,219,1,2,Matches
350,Ousmane Camara,ml MLI,DF,Angers,fr Ligue 1,22-241,2003,8.7,315,308,6,5,0,0,1,0,0,0,0,0,272,1,1,Matches
351,Francesco Camarda,it ITA,FW,Lecce,it Serie A,17-237,2008,3.6,41,37,3,0,0,0,1,0,0,0,0,0,29,1,0,Matches
352,Eduardo Camavinga,fr FRA,MF,Real Madrid,es La Liga,22-357,2002,3.0,197,190,7,5,0,2,1,2,0,0,0,0,180,0,2,Matches
353,Nicolò Cambiaghi,it ITA,FW,Bologna,it Serie A,24-309,2000,6.3,146,146,0,0,2,1,20,0,0,0,0,0,113,0,3,Matches
